,State name,District name,Block name,Gram panchayat,Village name,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Sample collection,Sample tested,Lab name agg,LPCD_Weighted,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,Total HH Connection,Connection Coverage (%),Free residual Chlorine (mg/l),Total Alkalinity (as Calcium Carbonate) (mg/l),Turbidity (NTU),TDS (mg/l),Fluoride (as F) (mg/l),Colour (Hazen units),Total Hardness (As CaCO3) (mg/l),Sulphate (as SO4) (mg/l),Total coliform (CFU/ 100 ml),Iron (As Fe) (mg/l),E. coli (CFU/100 ml),Odour (NA),Chloride (as Cl) (mg/l),Nitrate (as NO3) (mg/l),pH (NA),Arsenic (mg/l),Number_Schemes,Total expenditure,Central expenditure,State expenditure,House connections planned,House connections provided,Scheme Type,Ground Water,Ground water & Surface water (Both),Surface Water,Bulk water supply,New scheme,retrofit,Completed,Ongoing,Lab Testing,FTK Testing,WQ Status,HGJ Status,Free residual Chlorine (mg/l)_binary,Total Alkalinity (as Calcium Carbonate) (mg/l)_binary,Turbidity (NTU)_binary,TDS (mg/l)_binary,Fluoride (as F) (mg/l)_binary,Colour (Hazen units)_binary,Total Hardness (As CaCO3) (mg/l)_binary,Sulphate (as SO4) (mg/l)_binary,Total coliform (CFU/ 100 ml)_binary,Iron (As Fe) (mg/l)_binary,E. coli (CFU/100 ml)_binary,Odour (NA)_binary,Chloride (as Cl) (mg/l)_binary,Nitrate (as NO3) (mg/l)_binary,pH (NA)_binary,Arsenic (mg/l)_binary,Sum_Complaint,Sum_PComplaint,Sum_NComplaint,Quality_Complaince
28,Karnataka,TUMAKURU,Sira,CHINNENAHALLI,NELADIMMANAHALLI,163655.0,Neladimmanahalii,610498.0,610498,Neladimmanahalii,10/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],41.02,484,92,20,372,128,10,7.81,,388.0,0.5,840.0,1.1,6.15,432.0,38.0,,0.08,,0.0,167.0,2.14,7.2,,1.0,0.17,0.09,0.09,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Unsafe,Safe,Ambiguous,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
29,Karnataka,TUMAKURU,Sira,CHINNENAHALLI,RANGANAHALLI,163657.0,Ranganahalli,610488.0,610327,Ranganahalli,10/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],41.13,137,36,51,50,33,0,0.0,,373.33,0.53,748.0,1.17,5.0,414.33,35.33,,0.13,,0.0,137.33,3.08,7.02,,2.0,3.09,0.0,3.09,33.0,0.0,SVS,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Unsafe,Safe,Ambiguous,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
30,Karnataka,TUMAKURU,Sira,CHINNENAHALLI,DASARAHALLI,163649.0,Dasarahalli,610511.0,610290,Dasarahalli,10/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],51.43,350,15,8,327,76,15,19.74,,445.0,0.5,885.0,1.37,5.0,447.75,35.25,,0.09,,0.0,180.0,25.24,7.74,,1.0,0.1,0.0,0.1,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Unsafe,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
31,Karnataka,TUMAKURU,Sira,CHINNENAHALLI,SALUPARAHALLI,163659.0,Saluparahalli,610513.0,610513,Saluparahalli,10/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],40.99,779,1,770,8,146,17,11.64,,416.3,0.5,820.0,1.23,5.0,493.5,40.0,,0.08,,0.0,159.0,9.42,7.68,,3.0,1.42,0.09,1.33,6.0,0.0,SVS and MVS,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
32,Karnataka,TUMAKURU,Sira,CHINNENAHALLI,HALLADODDERE,163651.0,Haldodderi,610512.0,610512,Haldodderi,10/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],42.76,954,410,431,113,211,52,24.64,,385.6,0.5,770.5,1.4,5.0,432.75,40.75,,0.09,,0.0,156.0,23.02,7.56,,5.0,7.630000000000001,0.0,7.630000000000001,31.0,31.0,SVS and MVS,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,Unsafe,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
33,Karnataka,TUMAKURU,Sira,CHINNENAHALLI,JODDIDEVARAHALLI,163650.0,Jodidevarahalli,610509.0,610509,Jodidevarahalli,10/03/2023,05/04/2023,['RDW&SD Water Quality Testing Lab Madhugiri'],43.97,766,325,434,7,166,20,12.05,,475.67,2.0,1008.67,1.33,5.0,508.0,58.0,,0.1,,0.0,202.67,8.48,7.35,,1.0,0.17,0.09,0.09,0.0,0.0,SVS and MVS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Safe,,Undetermined,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
34,Karnataka,TUMAKURU,Tumkur,BELAGUMBA,BELAGUMBA,164109.0,Belagumba,611462.0,611462,Belagumba,30/01/2024,31/01/2024,['RDW&SD Water Quality Testing Lab Tumakuru'],28.92,4093,515,363,3215,909,211,23.21,,283.82,0.51,596.36,0.52,1.0,266.58,31.75,,0.02,,0.0,118.91,26.38,6.93,,7.0,15.55,0.0,15.55,0.0,0.0,SVS and MVS,7.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
35,Karnataka,TUMAKURU,Tumkur,BELAGUMBA,MARANAYAKANAPALYA,163949.0,Maranayakanapalya,611467.0,611467,Maranayakanapalya,30/01/2024,31/01/2024,['RDW&SD Water Quality Testing Lab Tumakuru'],40.0,568,90,10,468,162,0,0.0,,176.0,0.55,724.5,0.05,1.0,171.45,15.15,,0.0,,0.0,48.5,8.15,6.95,,9.0,61.74999999999999,18.89,42.870000000000005,155.0,0.0,SVS,9.0,0.0,0.0,0.0,4.0,5.0,8.0,1.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
36,Karnataka,TUMAKURU,Tumkur,BELAGUMBA,KUNDUR,164110.0,Kundur,611463.0,611463,Kundur,30/01/2024,31/01/2024,['RDW&SD Water Quality Testing Lab Tumakuru'],33.33,1545,254,311,980,320,150,46.88,,216.25,0.51,527.0,0.36,1.0,221.09,24.92,,0.02,,0.0,99.62,21.64,7.16,,3.0,3.33,0.08,3.26,18.0,0.0,SVS and MVS,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
37,Karnataka,TUMAKURU,Tumkur,NELAHAL,THIPPEDASARAHALLI,164029.0,Thippedasarahalli,611298.0,611298,Thippedasarahalli,26/09/2023,27/09/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],39.0,290,15,272,3,83,55,66.27,0.0,440.75,0.57,849.5,0.45,1.0,438.58,34.25,,0.0,,0.0,206.25,21.19,7.5,,6.0,30.52,0.15,30.39,80.0,55.0,SVS,6.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,Safe,Safe,Safe,Ongoing,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,13,3,0,Not Available
38,Karnataka,TUMAKURU,Tumkur,NELAHAL,YALADADLU,164028.0,Yeladadalu,611294.0,611294,Yeladadalu,26/09/2023,27/10/2023,['RDW&SD Water Quality Testing Lab Tumakuru'],30.0,1035,206,135,694,245,76,31.02,,431.5,0.55,804.0,0.6,1.0,422.5,32.0,,0.0,,0.0,194.5,4.71,7.54,,10.0,63.650000000000006,18.49,45.17999999999999,230.0,76.0,SVS,10.0,0.0,0.0,0.0,4.0,6.0,6.0,4.0,Safe,Safe,Safe,Ongoing,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,12,4,0,Not Available
